Name                                   IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA99BC-5-coarse-anm-00129.dat            1.85        2.46      -0.631        0.16        5.28     -0.0636       -1.01       0.329        6.06       0.779        0.35       0.718       0.465        10.6         6.7        4.79         6.7        4.79       0.567       0.916       0.685       0.617       0.951
MA99BC-5-coarse-anm-00130.dat            2.22        0.39      -0.471      -0.199        5.91      -0.243       0.294      -0.811        6.31       0.754       0.375        0.72       0.417        11.8        9.27        6.72        9.26        6.68       0.639       0.953       0.742       0.704       0.976
MA99BC-5-coarse-anm-00131.dat            3.13     -0.0609       0.129      -0.361        7.13       0.193       0.182        1.39        5.77       0.842       0.439       0.802       0.491        14.2        9.66        7.76        9.61        7.88       0.676       0.953        0.77       0.724       0.972
MA99BC-5-coarse-anm-00132.dat            1.51      0.0173      0.0209       0.432        4.77      -0.141      0.0179      -0.555        6.24        0.77       0.317       0.712       0.505        9.57        7.28        3.57        7.28        3.57       0.428       0.853       0.568       0.493       0.936
MA99BC-5-coarse-anm-00133.dat            2.68        1.08       0.428       0.377        6.38      -0.341     -0.0877      -0.485        6.02       0.818       0.419       0.778       0.468        12.4        9.37        5.93        9.37        5.93       0.551       0.921       0.672       0.618       0.962
MA99BC-5-coarse-anm-00134.dat            1.82       0.428       0.169      -0.432        5.06      -0.578        0.42      -0.454        6.29        0.79       0.359       0.731       0.461         9.9        5.96        4.55        5.76        4.72       0.624       0.927       0.731       0.659       0.953
MA99BC-5-coarse-anm-00135.dat            1.78       0.586     -0.0741    3.62e-17        3.34     -0.0138      0.0723     -0.0534        5.66       0.886       0.532       0.868       0.431        6.73        6.06        4.23        6.06        4.14       0.649        0.96        0.75       0.721       0.982
MA99BC-5-coarse-anm-00136.dat            2.68      -0.278       0.336      -0.687        5.77       0.246     -0.0632        0.99         5.9       0.817       0.464       0.782       0.444        11.4        9.73        5.82        9.64        5.74       0.547       0.923       0.668        0.62       0.966
MA99BC-5-coarse-anm-00139.dat               3      -0.461       0.253      -0.334        6.76       0.249      -0.766        1.46        6.06       0.798       0.444       0.764       0.386        13.5        8.64        7.89         8.6        7.88       0.731       0.957       0.811       0.764       0.973
MA99BC-5-coarse-anm-00143.dat            2.17       0.989       -1.56         0.6        7.56      -0.557      -0.878      -0.489        6.64       0.744       0.287       0.675       0.503        15.1        9.84        5.86        9.81        5.67       0.466       0.871       0.601       0.521       0.934
MA99BC-5-coarse-anm-00145.dat            2.06       0.739      -0.406       0.107        4.45     -0.0111       0.177       0.928        5.79       0.841       0.463       0.813       0.477        8.91        7.72        5.07        7.72        5.07       0.611       0.948        0.72       0.684       0.977
MA99BC-5-coarse-anm-00146.dat            2.41       0.284      -0.447      -0.101        5.56      -0.285      -0.157       0.512        6.02         0.8       0.434       0.772       0.432        11.1        8.73        7.08        8.73        6.97       0.709       0.969       0.795       0.767       0.984
MA99BC-5-coarse-anm-00149.dat             2.7        1.29      -0.162     -0.0815        6.26      -0.876      -0.111      -0.485        6.03       0.793       0.431       0.756       0.422        12.5        9.82        7.96        9.68        8.25       0.749       0.975       0.825         0.8       0.986
