Name                                   IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA99BC-5-coarse-anm-00164.dat            3.11       0.131       0.404      -0.351        5.53      -0.397       0.102       0.162        5.69       0.873       0.563       0.856       0.465        10.9        9.09         7.5        9.01        7.71       0.777       0.983       0.845       0.828       0.991
MA99BC-5-coarse-anm-00165.dat             2.4        0.78         0.2       0.207         4.7      -0.277      -0.201       0.217        5.84       0.856        0.51       0.821       0.436        9.44        6.94        5.33        6.76        5.38       0.673       0.956       0.768       0.728       0.975
MA99BC-5-coarse-anm-00166.dat            1.94       0.664       0.803      -0.199        3.99     -0.0135      -0.215      -0.118        5.84       0.834       0.486       0.805       0.448        7.87        6.24        5.68        6.09        5.42       0.783        0.98       0.849       0.828       0.989
MA99BC-5-coarse-anm-00167.dat            3.17      -0.168      -0.158       0.127        6.23      -0.312       0.378      -0.194        5.99       0.827       0.509       0.804       0.428        11.7        11.4        9.64        11.4        9.64       0.835       0.993       0.887       0.881       0.997
MA99BC-5-coarse-anm-00168.dat             2.4       0.777         0.2      -0.206        5.33      -0.691      0.0873      -0.654           6       0.814       0.451       0.785       0.437        10.5        8.13        7.48        7.91        8.39       0.921       0.988       0.947       0.933       0.993
MA99BC-5-coarse-anm-00169.dat            2.01        1.23       0.315       0.325        5.59       0.136       0.712      -0.138        6.03       0.781        0.36       0.744       0.417        11.2        6.94        6.62        6.85        6.56       0.748       0.955       0.824       0.773       0.971
MA99BC-5-coarse-anm-00171.dat            1.12      -0.215       0.662       0.226        2.82       0.242       0.176      0.0972         5.9       0.771       0.398       0.751        0.37         5.3         4.6        3.21         4.6         3.3       0.669       0.964       0.765       0.737       0.983
MA99BC-5-coarse-anm-00173.dat            1.42        1.26      -0.159    7.76e-17        3.59        0.22       0.207      -0.365        5.81       0.822       0.397       0.783       0.471        6.99        5.43        3.48        5.43        3.48       0.564       0.927       0.683       0.633       0.965
MA99BC-5-coarse-anm-00174.dat             1.8      -0.181      -0.557        0.55        4.31      -0.141        0.74      -0.802        6.02       0.813       0.418       0.778       0.413        8.64        5.19        5.26        5.19        5.26       0.785       0.957       0.851       0.801       0.972
MA99BC-5-coarse-anm-00178.dat           0.945      -0.332      -0.241      -0.193        2.28       0.283      0.0357       0.113        6.77       0.757       0.414       0.709       0.377        4.56        3.49        2.89        3.49        2.89       0.724        0.97       0.806       0.778       0.984
MA99BC-5-coarse-anm-00179.dat            1.74      -0.526      0.0664       0.101        4.02      -0.245      -0.296     -0.0242        5.73        0.86       0.433       0.823        0.48        7.96        5.71        4.59        5.71        4.59       0.681       0.958       0.774       0.735       0.976
MA99BC-5-coarse-anm-00180.dat            1.28        1.02      -0.744      -0.696         3.5      -0.189     -0.0485      0.0247        5.92       0.786       0.366       0.754       0.433        6.97        5.23        4.15        5.23        4.15       0.687       0.962       0.778       0.744       0.979
MA99BC-5-coarse-anm-00181.dat            1.27      -0.996       0.394    6.56e-17        3.74       0.266           0      0.0335        6.45       0.771       0.339       0.719       0.438        7.57        4.73        3.42        4.71        3.38       0.566       0.915       0.684       0.614        0.95
MA99BC-5-coarse-anm-00182.dat            1.85      -0.205      -0.113     -0.0446        3.44       0.266      0.0684     -0.0894        5.94        0.84       0.539       0.823       0.402        6.88        5.41        5.22        5.21        5.15        0.86       0.985       0.905       0.888       0.991
MA99BC-5-coarse-anm-00183.dat            1.31       -1.35      -0.171     -0.0858        3.15       0.138      0.0174     -0.0265        5.81       0.833       0.415       0.795        0.48        6.32        4.98         4.2        4.98         4.2        0.75       0.976       0.825       0.803       0.987
MA99BC-5-coarse-anm-00184.dat            1.76       0.369      -0.268      0.0287        2.96     -0.0447     -0.0177      -0.121        5.59       0.892       0.595       0.877       0.435        6.01        4.84        4.81        4.84        4.81       0.892       0.991       0.927       0.916       0.995
MA99BC-5-coarse-anm-00185.dat            1.59       0.311     -0.0393      -0.147        2.64     -0.0736     -0.0405     -0.0333        5.61        0.88       0.602        0.87       0.397        5.18        4.78        4.78         4.7        4.78        0.97       0.998        0.98       0.978       0.999
MA99BC-5-coarse-anm-00187.dat            1.31      -0.414       0.389      -0.312        3.91       0.253      -0.306       0.546        6.82       0.727       0.334       0.662       0.459        7.83        5.32        2.73        5.32        2.73       0.423       0.845       0.563        0.48       0.926
MA99BC-5-coarse-anm-00188.dat            1.41      -0.266       0.105       0.182        2.69      0.0479     -0.0449      -0.256        5.64       0.837       0.523       0.813       0.406        5.41        4.36        3.71        4.36        3.71       0.764        0.98       0.836       0.816       0.989
MA99BC-5-coarse-anm-00189.dat            1.69      -0.245      -0.386      0.0873        2.99      -0.104       0.221       0.229        5.58       0.893       0.565       0.875       0.419        5.94        5.22        3.97        5.22        3.97       0.713       0.975       0.798       0.777       0.988
MA99BC-5-coarse-anm-00190.dat            1.39       0.589      -0.151      -0.286         3.4      0.0759      -0.161      0.0839        6.05       0.775       0.408        0.73       0.395        6.81        4.62         3.9        4.61        3.77       0.674       0.952       0.769       0.723       0.972
MA99BC-5-coarse-anm-00191.dat            1.68     -0.0452    5.54e-18       0.718        3.62     -0.0718      0.0674      -0.516        6.25         0.8       0.464       0.765        0.44        7.24        6.18        4.51        6.15        4.53       0.679       0.966       0.773       0.746       0.984
