Name                                 IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA108A-7-fine-anm-00059.dat           0.089      -0.041     0.00518      0.0164       0.183       0.011    -0.00282     0.00143         inf       0.781       0.486       0.764       0.323        0.37       0.279       0.254       0.278       0.255       0.796       0.979       0.859       0.837       0.988
MA108A-7-fine-anm-00060.dat          0.0795      0.0113      -0.024     -0.0168       0.217     -0.0136      0.0164      0.0155         inf       0.769       0.367       0.711       0.376       0.434       0.266       0.166        0.26       0.173       0.514       0.891       0.642        0.56       0.937
MA108A-7-fine-anm-00061.dat          0.0988      -0.013     -0.0122     0.00459       0.178    -0.00068      0.0108     -0.0115         inf       0.868       0.555       0.854       0.319       0.357       0.287       0.234       0.285       0.237       0.742       0.976        0.82       0.797       0.987
MA108A-7-fine-anm-00062.dat          0.0849      0.0103      0.0317     0.00637        0.22     -0.0259     -0.0408     0.00304         inf       0.756       0.386       0.707       0.348        0.44       0.292       0.201       0.292       0.201       0.561       0.917        0.68       0.616       0.955
MA108A-7-fine-anm-00063.dat           0.138     -0.0264     -0.0192    -0.00839       0.218      0.0132     0.00523     -0.0151         inf       0.893       0.633       0.881       0.358       0.428       0.399       0.376       0.399       0.376       0.909       0.997       0.939       0.936       0.999
MA108A-7-fine-anm-00064.dat          0.0722     -0.0044    -0.00693    -0.00157       0.135     0.00101    0.000127    0.000953         inf       0.823       0.533        0.81       0.295       0.271       0.202       0.197       0.202       0.197        0.84       0.983        0.89       0.871        0.99
MA108A-7-fine-anm-00065.dat          0.0837      0.0113     -0.0178    1.29e-18       0.153     -0.0027     0.00253      0.0144         inf       0.838       0.548       0.823       0.317       0.302       0.286       0.212       0.286       0.212       0.721       0.978       0.804       0.786        0.99
MA108A-7-fine-anm-00066.dat          0.0643      0.0324     -0.0178    -0.00467       0.135    0.000426     0.00678    -0.00373         inf       0.804       0.477       0.781       0.306       0.268       0.236       0.171       0.236       0.171       0.679       0.967       0.772       0.747       0.985
MA108A-7-fine-anm-00067.dat          0.0716     -0.0236     0.00934    1.55e-18       0.149    -0.00961     0.00528       -0.02         inf       0.826       0.481       0.804       0.323       0.296        0.25       0.195        0.25       0.195       0.717       0.974       0.801       0.779       0.987
MA108A-7-fine-anm-00068.dat          0.0973    -0.00687   -0.000868     0.00738       0.168     -0.0134    -0.00977     -0.0054         inf       0.869       0.578       0.857       0.304       0.326       0.297       0.239       0.296       0.237       0.761       0.984       0.834       0.819       0.992
MA108A-7-fine-anm-00069.dat           0.103     -0.0259    -0.00327     0.00164       0.268       0.002      0.0318     0.00819         inf       0.801       0.384        0.76       0.376       0.518       0.381       0.234       0.374        0.25       0.568       0.925       0.686       0.631       0.962
MA108A-7-fine-anm-00070.dat          0.0567     -0.0634    7.76e-18    3.88e-18        0.18      0.0033     -0.0173    1.08e-18         inf       0.737       0.315        0.67       0.379        0.36       0.216       0.145       0.216       0.145       0.521       0.894       0.647       0.566       0.938
MA108A-7-fine-anm-00071.dat          0.0828    -0.00253     -0.0132     0.00438       0.133     0.00262   -0.000672     0.00127         inf       0.841       0.623       0.833       0.271        0.26        0.23       0.188       0.226       0.199       0.822        0.99       0.878       0.868       0.995
MA108A-7-fine-anm-00072.dat          0.0758      0.0158    -0.00627      0.0108       0.147     0.00232    -0.00493     -0.0116         inf       0.831       0.515       0.815       0.307       0.299       0.231       0.213       0.229       0.213       0.815       0.982       0.873       0.853        0.99
MA108A-7-fine-anm-00073.dat          0.0727      0.0121     0.00481    -0.00249       0.175    -0.00151      0.0241     0.00954         inf       0.811       0.415       0.773       0.368       0.348       0.275       0.187       0.275       0.187       0.603       0.942       0.714       0.672       0.972
MA108A-7-fine-anm-00074.dat           0.074     -0.0295     0.00373    1.82e-18        0.15    -0.00564     -0.0031    -0.00209         inf       0.823       0.494       0.802       0.326       0.296       0.239       0.182       0.239       0.182       0.684       0.965       0.776       0.747       0.983
MA108A-7-fine-anm-00075.dat          0.0934     -0.0967     -0.0248     0.00628       0.256     0.00434           0      0.0169         inf       0.784       0.366       0.685       0.411       0.513       0.221       0.225        0.22       0.223       0.664       0.896       0.761       0.643       0.921
MA108A-7-fine-anm-00076.dat          0.0606    -0.00637    0.000804     0.00208       0.143     0.00341    0.000875    -0.00889         inf       0.787       0.424       0.755       0.331       0.287       0.214       0.158       0.214       0.158       0.636       0.949       0.739       0.697       0.973
MA108A-7-fine-anm-00077.dat           0.079      0.0899           0     -0.0114       0.229      -0.024    2.94e-18      0.0331         inf       0.722       0.344       0.594       0.408       0.459       0.236       0.172       0.235        0.17       0.519       0.879       0.646       0.543        0.92
MA108A-7-fine-anm-00078.dat          0.0765     0.00153     0.00472     0.00127       0.158     0.00247      0.0129    8.06e-19         inf       0.833       0.485       0.808       0.311       0.316       0.231       0.197       0.229       0.196       0.731       0.968       0.811       0.779       0.981
MA108A-7-fine-anm-00079.dat           0.101     -0.0746    9.13e-18     0.00942       0.274      0.0211      0.0333     0.00248         inf       0.817       0.369       0.759        0.43       0.549       0.348       0.225       0.348       0.225       0.514       0.895       0.642       0.566       0.942
MA108A-7-fine-anm-00080.dat           0.059    -0.00954      -0.015    1.09e-18       0.136    -0.00393    4.81e-19     0.00369         inf       0.789       0.434       0.764       0.325       0.266        0.25       0.164        0.25       0.164       0.637       0.957        0.74        0.71       0.981
MA108A-7-fine-anm-00081.dat          0.0597      0.0342     -0.0136    -0.00232       0.146    -0.00393    -0.00836    -0.00508         inf       0.772        0.41       0.742       0.341       0.293        0.22       0.157        0.22        0.16       0.632       0.948       0.736       0.694       0.973
MA108A-7-fine-anm-00082.dat          0.0777    -0.00654    -0.00614      0.0023       0.156    -0.00417     0.00303    -0.00937         inf       0.819       0.497         0.8       0.294        0.31       0.263       0.198       0.263       0.198       0.692       0.969       0.782       0.757       0.985
MA108A-7-fine-anm-00083.dat           0.141      0.0182      0.0559     -0.0037        0.27    -0.00681     -0.0357     0.00459         inf       0.903       0.524       0.881       0.421        0.54       0.414       0.324       0.414       0.324       0.686       0.963       0.778       0.746        0.98
MA108A-7-fine-anm-00084.dat           0.068      0.0183     -0.0171    -0.00478       0.137    0.000414    -0.00658       0.012         inf       0.827       0.495       0.809       0.323       0.277       0.233       0.169       0.233       0.169       0.665       0.962       0.762       0.732       0.982
MA108A-7-fine-anm-00085.dat          0.0626      0.0338      0.0186    -0.00991       0.133    0.000674    -0.00354    -0.00655         inf       0.807       0.471       0.785       0.318       0.264       0.212       0.171       0.212       0.169       0.714       0.971       0.799       0.774       0.985
MA108A-7-fine-anm-00086.dat          0.0849    -0.00908    -0.00499     0.00266       0.149     0.00756      0.0233    -0.00969         inf       0.847       0.568       0.836       0.275         0.3        0.24       0.212        0.24       0.212       0.789       0.982       0.854       0.836        0.99
MA108A-7-fine-anm-00087.dat           0.122      0.0127     -0.0154    1.22e-18       0.236      0.0221      0.0161    -0.00889         inf        0.88       0.517       0.862       0.335       0.477       0.317       0.293       0.316       0.287       0.738       0.962       0.817       0.776       0.976
MA108A-7-fine-anm-00088.dat          0.0864     -0.0167    -0.00429     -0.0109       0.153    -0.00412    -0.00226      0.0183         inf       0.844       0.565       0.829       0.301       0.305       0.259        0.22       0.259        0.22       0.784       0.984        0.85       0.835       0.992
MA108A-7-fine-anm-00089.dat          0.0634     -0.0618     -0.0159     -0.0122       0.167    -0.00459    -0.00118     -0.0101         inf       0.789       0.379        0.75       0.378       0.336       0.278       0.176       0.278       0.176       0.574       0.934       0.691       0.647        0.97
MA108A-7-fine-anm-00090.dat           0.106      0.0135    -0.00171     -0.0026       0.183     0.00379    0.000479    -0.00316         inf       0.885        0.58       0.873       0.332       0.361       0.342       0.243       0.342       0.243       0.692       0.972       0.782       0.761       0.987
MA108A-7-fine-anm-00091.dat          0.0808        0.11      0.0283    6.97e-18       0.265     -0.0334    4.08e-18     0.00421         inf       0.759       0.305       0.652       0.422        0.53       0.246       0.193       0.246       0.193       0.534       0.875       0.658       0.543        0.91
MA108A-7-fine-anm-00092.dat          0.0773     -0.0675     0.00853     0.00859       0.189      0.0122      0.0147     0.00757         inf       0.825       0.409       0.783       0.338       0.383        0.22       0.183       0.219       0.183       0.631       0.927       0.735       0.663       0.952
MA108A-7-fine-anm-00093.dat          0.0742     -0.0112     -0.0106     0.00396       0.185     0.00346     -0.0182     -0.0134         inf       0.802       0.401       0.761       0.356       0.372       0.263       0.186       0.263       0.186       0.594       0.933       0.706       0.654       0.964
MA108A-7-fine-anm-00094.dat          0.0611     -0.0393     -0.0216     0.00282       0.175      0.0251      0.0138    -0.00735         inf       0.716       0.349       0.648       0.339       0.351       0.206       0.169       0.206       0.169        0.63       0.929       0.735       0.665       0.954
MA108A-7-fine-anm-00095.dat           0.114      0.0113      0.0346      0.0118       0.201    -0.00222    -0.00683     -0.0131         inf       0.854       0.565       0.842       0.342       0.392       0.372       0.309       0.371       0.311       0.816       0.991       0.873       0.865       0.996
MA108A-7-fine-anm-00096.dat          0.0684      -0.043     -0.0236    -0.00308       0.155    -0.00267       0.014     0.00463         inf       0.806       0.442       0.774       0.336       0.309       0.246       0.179       0.246       0.179       0.649       0.956       0.749       0.715       0.978
MA108A-7-fine-anm-00097.dat          0.0614     -0.0146      0.0311      0.0136       0.142     0.00893           0      0.0123         inf       0.787       0.432       0.764       0.335       0.278       0.263       0.173       0.263       0.173       0.639       0.958       0.742       0.713       0.982
MA108A-7-fine-anm-00098.dat          0.0671     -0.0227    2.79e-18     -0.0107       0.133     0.00245     0.00755       0.001         inf       0.784       0.504       0.766       0.307       0.269       0.233       0.207       0.233       0.207       0.827        0.99       0.881       0.871       0.995
MA108A-7-fine-anm-00099.dat          0.0806    -0.00396     0.00842    -0.00512       0.157      0.0127     -0.0092     0.00299         inf       0.835       0.512       0.817       0.324       0.313       0.254       0.195       0.254       0.195       0.692       0.967       0.782       0.755       0.984
MA108A-7-fine-anm-00100.dat          0.0755     -0.0013     0.00276     0.00939       0.178      0.0143     -0.0226     0.00338         inf       0.807       0.425       0.776       0.323       0.355       0.219       0.192       0.218       0.187       0.673       0.943       0.768        0.71       0.964
MA108A-7-fine-anm-00101.dat           0.119      0.0712      0.0183     0.00462       0.281     -0.0434     -0.0172     -0.0152         inf       0.823       0.422       0.775       0.386       0.565       0.364       0.256       0.364       0.256       0.565       0.917       0.683       0.617       0.953
MA108A-7-fine-anm-00102.dat          0.0771    -0.00704     0.00512    -0.00817       0.138    -0.00575     -0.0122     0.00635         inf       0.824       0.558       0.814       0.286       0.271       0.221       0.198       0.219       0.204       0.836       0.988       0.888       0.875       0.993
MA108A-7-fine-anm-00103.dat          0.0968     -0.0478     0.00604    2.95e-18       0.192    0.000984     -0.0156     0.00198         inf       0.868       0.505       0.842       0.356       0.385       0.305       0.226       0.305       0.226       0.659       0.958       0.757       0.723       0.979
MA108A-7-fine-anm-00104.dat          0.0885      0.0559      0.0221      0.0076       0.188     0.00271      0.0142    -0.00681         inf       0.819       0.471       0.779       0.345       0.378       0.241       0.234       0.241       0.234       0.777       0.963       0.845       0.803       0.976
MA108A-7-fine-anm-00105.dat          0.0806      0.0509      0.0202    -0.00345       0.172    -0.00988     0.00254     0.00404         inf       0.823       0.469        0.79       0.362       0.335       0.288        0.19       0.288       0.189        0.61       0.947       0.719       0.683       0.976
MA108A-7-fine-anm-00106.dat            0.06      0.0589     0.00744     -0.0152       0.155   -0.000791     0.00243    0.000657         inf       0.788       0.388       0.747        0.41       0.303       0.287       0.161       0.287       0.161       0.547       0.925       0.668       0.624       0.969
MA108A-7-fine-anm-00107.dat           0.113     -0.0148      0.0139     -0.0147       0.216      0.0151    -0.00832      0.0209         inf       0.864       0.522       0.846       0.376       0.425       0.366       0.304        0.36       0.285       0.729       0.976        0.81       0.789       0.988
MA108A-7-fine-anm-00108.dat          0.0826    -0.00792      0.0125    -0.00813       0.156    -0.00514    -0.00483      0.0178         inf        0.83       0.529       0.815       0.303       0.309       0.258       0.216       0.258       0.216       0.765       0.981       0.837       0.819        0.99
MA108A-7-fine-anm-00109.dat          0.0589      0.0358      0.0197     2.5e-18       0.149    -0.00504      0.0107     -0.0086         inf       0.783       0.396       0.748       0.363       0.298        0.22       0.151       0.219       0.151        0.59       0.934       0.703       0.654       0.967
MA108A-7-fine-anm-00110.dat          0.0792      0.0306      -0.037       0.019       0.177    -0.00767    -0.00197    -0.00575         inf       0.808       0.447       0.782       0.387       0.348        0.33       0.281       0.329       0.278       0.821       0.992       0.877       0.869       0.996
MA108A-7-fine-anm-00111.dat          0.0755     -0.0434    -0.00549    -0.00553       0.165     -0.0029     0.00892      0.0113         inf       0.832       0.458       0.807       0.348        0.33       0.264       0.189       0.264       0.189       0.642       0.954       0.744       0.709       0.978
MA108A-7-fine-anm-00112.dat          0.0934      0.0747     -0.0192    -0.00485       0.233     -0.0127        0.02     -0.0172         inf       0.806       0.401       0.743       0.408       0.465         0.3        0.21         0.3        0.21       0.563       0.916       0.682       0.615       0.952
MA108A-7-fine-anm-00113.dat           0.108     0.00939     0.00682     7.1e-19       0.184    -0.00156    -0.00246      -0.023         inf       0.883       0.584        0.87       0.312       0.371       0.295       0.258       0.295       0.258       0.779       0.981       0.847       0.827       0.989
MA108A-7-fine-anm-00114.dat          0.0863      0.0938     -0.0118      -0.018       0.265      0.0118     -0.0362      0.0209         inf       0.786       0.325       0.712       0.407       0.536       0.261       0.209        0.26       0.209       0.559       0.888       0.679       0.573       0.921
MA108A-7-fine-anm-00115.dat           0.053      -0.026     -0.0189     0.00406       0.148   -5.69e-05    3.13e-05     -0.0207         inf       0.766       0.359       0.724       0.384       0.296       0.253        0.14       0.253        0.14       0.511       0.906       0.639       0.585        0.96
MA108A-7-fine-anm-00116.dat          0.0572      -0.031    3.79e-18    -0.00195       0.154      0.0165       0.026     0.00389         inf       0.763       0.373       0.728        0.34       0.308       0.222       0.157       0.222       0.157       0.602       0.937       0.713       0.663       0.967
MA108A-7-fine-anm-00117.dat          0.0899     -0.0343     -0.0136    -0.00466       0.163     0.00319     0.00126    -0.00088         inf       0.858       0.551       0.842       0.316       0.326       0.264       0.234       0.263       0.229       0.783       0.982       0.849       0.832        0.99
