Name                                 IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA114F-3-fine-anm-00014.dat           0.514     -0.0865      0.0222       0.108        1.47     -0.0493      -0.259      -0.145        6.08       0.813        0.35       0.748       0.533        2.93        1.78        1.15        1.78        1.15       0.504       0.887       0.633       0.551       0.936
MA114F-3-fine-anm-00015.dat           0.397       0.235       0.221     -0.0615        1.34     -0.0974      -0.118     -0.0193        6.32       0.784       0.295       0.699        0.55        2.65        1.58       0.877        1.58       0.877       0.428       0.843       0.568       0.473       0.916
MA114F-3-fine-anm-00017.dat           0.604      0.0931     -0.0512    -0.00668        1.42      0.0251      0.0533     -0.0428        6.06       0.803       0.426       0.765       0.513        2.78        2.25        1.59        2.21        1.62       0.651       0.957       0.751       0.716       0.978
MA114F-3-fine-anm-00018.dat           0.542       0.118      -0.185      0.0419        1.71     -0.0618       0.131      -0.264         6.4       0.764       0.317       0.697       0.536        3.43        2.49        1.14        2.49        1.13       0.387       0.821       0.531       0.446       0.921
MA114F-3-fine-anm-00020.dat           0.296     -0.0221      -0.352     -0.0446        1.41     -0.0743     0.00939      0.0797        7.64       0.645       0.211       0.543       0.523        2.82        1.88       0.625        1.88       0.625       0.272       0.701       0.419       0.314        0.87
MA114F-3-fine-anm-00022.dat           0.467       0.364           0      0.0459         1.5      0.0577       0.123     -0.0536        6.08       0.803       0.312       0.726       0.563        3.01        1.68        1.03        1.68        1.03       0.458       0.857       0.594       0.496       0.916
MA114F-3-fine-anm-00024.dat           0.606      -0.168       0.203      -0.124        1.82     -0.0207       0.329       0.209        6.32       0.775       0.332       0.713       0.519        3.64        2.58        1.62        2.58        1.62        0.53       0.908       0.655       0.592       0.954
MA114F-3-fine-anm-00025.dat           0.629       0.224      -0.123       0.162        1.78      0.0931      0.0239     -0.0529        6.52       0.755       0.353       0.699       0.515        3.42        3.01        1.71           3        1.72       0.537        0.92       0.661       0.613       0.966
MA114F-3-fine-anm-00028.dat           0.811       0.463      0.0585      -0.185        2.02     -0.0908       -0.28       0.187        5.92       0.822       0.402       0.773       0.533        4.01         2.2        2.39         2.2        2.39       0.806       0.947       0.866       0.803       0.965
MA114F-3-fine-anm-00029.dat           0.449       0.783     -0.0989      -0.151        1.81      -0.124     -0.0491      0.0169        7.34       0.677       0.248       0.568       0.521         3.6        3.29        1.03        3.28       0.989       0.288       0.725       0.436       0.345       0.895
MA114F-3-fine-anm-00030.dat           0.476      -0.878      -0.111       0.112        1.81      0.0667      -0.205       -0.23        6.63       0.735       0.263        0.64        0.55        3.64        2.46        1.01        2.45        1.01       0.338       0.774       0.485       0.388       0.898
MA114F-3-fine-anm-00033.dat            0.63      -0.616      0.0778     -0.0784        1.67       0.138      0.0759      0.0512        6.18       0.791       0.377       0.728       0.513        3.34        1.83        1.64        1.81        1.71       0.695       0.934       0.785       0.711       0.954
MA114F-3-fine-anm-00035.dat           0.507      -0.992       0.125      0.0629        2.23       0.115      0.0145      -0.109        6.96       0.711       0.227       0.606       0.536        4.49        2.29        1.06        2.29        1.06        0.33       0.756       0.477       0.356       0.864
MA114F-3-fine-anm-00036.dat           0.701       0.483      -0.124       0.235        1.84      -0.131      0.0336      -0.213        6.24       0.789       0.381       0.735       0.474        3.71        2.36        1.86        2.33         1.7       0.581        0.92       0.696       0.629       0.953
MA114F-3-fine-anm-00038.dat           0.569      -0.246     -0.0311       0.233        1.93     -0.0937       0.491      -0.317        6.67       0.744       0.295       0.674       0.497        3.87        1.99        1.53        1.99        1.53       0.553       0.893       0.674       0.576       0.927
MA114F-3-fine-anm-00039.dat           0.475       0.904      -0.114     -0.0573        1.97      0.0149       0.237     -0.0938        7.07       0.696       0.241       0.591       0.486        3.95        2.33        1.04        2.33        1.04       0.343       0.775        0.49       0.384       0.888
MA114F-3-fine-anm-00042.dat            0.41       0.348     -0.0893      0.0226        1.77      -0.215     -0.0852      0.0292        7.65       0.651       0.231       0.545       0.516        3.59        2.45       0.847        2.45       0.847       0.286       0.718       0.434       0.331       0.878
MA114F-3-fine-anm-00043.dat           0.493      -0.385      0.0987     -0.0757         1.7       0.126      -0.199      0.0934        6.32       0.782       0.289        0.71       0.528        3.44        2.14        1.11        2.14        1.11        0.41       0.832       0.552       0.459       0.915
MA114F-3-fine-anm-00044.dat           0.905      -0.126     -0.0324      0.0335         1.9       0.197       0.078      -0.334        5.85       0.842       0.475       0.812       0.484        3.67        2.88        2.12        2.86        2.12       0.654       0.956       0.753       0.718       0.978
MA114F-3-fine-anm-00045.dat           0.626     -0.0634      0.0595      0.0926        2.47      0.0605           0     -0.0832        6.57       0.748       0.254       0.658       0.457        4.97        2.19        1.63        2.19        1.63       0.494       0.853       0.625       0.497       0.893
MA114F-3-fine-anm-00048.dat           0.647      -0.332      0.0853       0.161         1.8        0.16     -0.0879      -0.194        6.71       0.741        0.36       0.683       0.497         3.6        2.83        1.63        2.83        1.63        0.51       0.903       0.638        0.58       0.956
MA114F-3-fine-anm-00049.dat           0.636       0.371      -0.147     -0.0504        1.73      0.0716        0.22     -0.0595        5.85       0.844       0.367       0.792       0.536        3.48        2.05        1.33           2        1.34       0.506       0.884       0.635       0.546        0.93
MA114F-3-fine-anm-00050.dat           0.518        -0.5       0.275       0.072        2.32       0.122      -0.258     -0.0927        6.91       0.714       0.223       0.625       0.499        4.73        2.63         1.1        2.62        1.13       0.322       0.752        0.47       0.355       0.871
MA114F-3-fine-anm-00051.dat           0.631      -0.594      -0.235    3.91e-17        1.95       0.144       0.136      0.0644        6.22       0.785       0.324       0.716        0.56        3.89        2.58        1.34        2.58         1.4       0.443       0.858       0.581       0.499        0.93
MA114F-3-fine-anm-00052.dat           0.445      0.0757      0.0711      0.0755        1.55      0.0123     0.00488     0.00525        6.57       0.749       0.286       0.668       0.549        3.11        1.97        0.99        1.96       0.951       0.385       0.814       0.529       0.434       0.908
MA114F-3-fine-anm-00053.dat           0.649        0.43        0.17      0.0883        1.51      -0.106      0.0585      0.0153        5.91       0.835        0.43        0.79       0.508        3.03        1.98        1.55        1.98        1.55       0.634        0.94       0.738       0.683       0.964
MA114F-3-fine-anm-00055.dat            0.43       0.648       0.257       0.133        1.66      -0.107      -0.168      -0.109        7.01       0.701       0.258       0.601       0.509        3.26        2.35        0.95        2.33        0.98       0.356       0.793       0.502       0.412        0.91
MA114F-3-fine-anm-00056.dat           0.425      -0.623       -0.16      0.0813        2.07       0.158           0       -0.02        7.26       0.681       0.205       0.563       0.501        4.17        2.31       0.894        2.31       0.894       0.288       0.716       0.436        0.32       0.857
MA114F-3-fine-anm-00057.dat           0.536      -0.179       0.216     -0.0354        1.67      0.0464       0.243       0.299        6.26       0.775        0.32       0.705       0.554        3.37        2.02        1.22        1.97        1.26       0.489       0.877       0.621       0.532       0.928
MA114F-3-fine-anm-00058.dat           0.325       0.289      0.0365     -0.0556        1.36      0.0582           0       0.106        6.64       0.731       0.239       0.637       0.543        2.73        1.65       0.712        1.64       0.696       0.329       0.762       0.477        0.37       0.884
MA114F-3-fine-anm-00059.dat           0.365      0.0548       0.169     -0.0835        1.14      0.0821      0.0596        0.16        6.15       0.799       0.321       0.728       0.577        2.27        1.52       0.897        1.52       0.886       0.477       0.879        0.61       0.534       0.939
MA114F-3-fine-anm-00060.dat           0.358       0.382           0     -0.0483        1.16      -0.113     -0.0142      0.0291        6.29       0.766       0.308       0.698       0.519        2.32        1.41       0.928        1.41       0.928       0.514       0.891       0.642       0.561       0.938
MA114F-3-fine-anm-00061.dat           0.523       0.122     -0.0884     -0.0287        1.33      -0.105    1.29e-17     -0.0763        5.67       0.858       0.394       0.816       0.553        2.68        1.64        1.18        1.64        1.18       0.565       0.913       0.683       0.611       0.948
MA114F-3-fine-anm-00062.dat           0.496      0.0134      0.0702     -0.0761           1     -0.0203     -0.0625        0.12        5.75       0.872       0.495       0.838       0.521        2.01        1.39        1.11        1.37         1.2       0.728       0.963       0.809        0.77       0.977
MA114F-3-fine-anm-00063.dat           0.823      -0.149      0.0817    1.04e-17        1.78       0.231      -0.168    1.75e-17        6.05       0.813       0.463       0.779       0.492         3.4           3         2.1        2.95        2.17       0.686       0.968       0.778       0.753       0.985
MA114F-3-fine-anm-00064.dat           0.575      -0.208     -0.0533    1.31e-17        1.47       0.114       0.083      0.0896        5.88       0.838       0.391       0.783        0.53        2.94        1.49        1.41        1.48        1.38        0.66       0.918       0.758       0.668       0.941
MA114F-3-fine-anm-00065.dat           0.513       0.229      0.0289      0.0439        1.44     -0.0577      -0.123     -0.0746        6.29       0.773       0.357       0.723       0.536        2.88        2.19        1.37        2.19        1.37       0.547       0.919       0.669       0.615       0.962
MA114F-3-fine-anm-00066.dat           0.567       0.487      -0.193      0.0999        1.58      -0.155      -0.085      0.0336        5.75       0.842        0.36       0.791       0.531        3.15        1.91        1.46        1.91        1.46       0.593       0.922       0.706       0.636       0.952
MA114F-3-fine-anm-00067.dat           0.373       0.355      0.0449     -0.0683        1.43     -0.0581      -0.305       0.101         6.8       0.728       0.261       0.628       0.528        2.88        1.59       0.836        1.59       0.836        0.39       0.812       0.534       0.426       0.896
MA114F-3-fine-anm-00068.dat           0.679      -0.255      -0.308       0.103        1.85      0.0561      0.0308      -0.249        5.91        0.83       0.367        0.78       0.545        3.73        2.33        1.43        2.33        1.42       0.481       0.877       0.614       0.532       0.934
MA114F-3-fine-anm-00069.dat           0.285       0.271     -0.0696      0.0719        1.48       0.115       0.181     -0.0848        6.79       0.705       0.193       0.586       0.551        2.97        1.46       0.622        1.45       0.615       0.296        0.72       0.444       0.317       0.844
MA114F-3-fine-anm-00072.dat           0.476       0.149     -0.0821     -0.0438        1.47        0.12      0.0476       0.156        6.25        0.77       0.325       0.697       0.471        2.93        1.46        1.06        1.46        1.06       0.512       0.873        0.64       0.532       0.914
MA114F-3-fine-anm-00073.dat           0.324      -0.432      -0.406     -0.0373        1.16       0.148           0      -0.108        6.47       0.755        0.28       0.669       0.571         2.3         1.9       0.672         1.9       0.687       0.329        0.77       0.476       0.389       0.908
MA114F-3-fine-anm-00074.dat           0.656       0.345     -0.0887      0.0916         1.6      -0.126       0.268      -0.117        5.85       0.836       0.409       0.794       0.501        3.24        1.95        1.54        1.95        1.54       0.613       0.927       0.722       0.653       0.954
MA114F-3-fine-anm-00075.dat           0.538       0.242      -0.133      0.0708        1.99      -0.117       0.109     -0.0101        6.83       0.718       0.271       0.626       0.495        4.02        2.08        1.23        2.08        1.24       0.431       0.835        0.57       0.459       0.899
MA114F-3-fine-anm-00076.dat           0.327      0.0486       -0.15    9.63e-18        1.03     -0.0476       0.147     -0.0847        6.65       0.751       0.318       0.678       0.553        2.07        1.56       0.724        1.56       0.714       0.398       0.831       0.541        0.46       0.927
MA114F-3-fine-anm-00077.dat           0.267       0.512      -0.131      0.0332        1.21      0.0499      0.0197      0.0252        7.19       0.716       0.221         0.6       0.566        2.42        1.48       0.568        1.48       0.568         0.3       0.732       0.448        0.34       0.874
MA114F-3-fine-anm-00078.dat           0.446      -0.746       -0.41      0.0536        1.52       0.032     -0.0504     -0.0941        6.42       0.763       0.294       0.683       0.538        2.91        2.51        1.04        2.51        1.04       0.386       0.824        0.53       0.454       0.929
MA114F-3-fine-anm-00079.dat           0.566      0.0386       0.613       0.117        1.96       0.151      -0.464    2.99e-17        6.45       0.761       0.289       0.679       0.524        3.94        2.34        1.25         2.3        1.27        0.42       0.836       0.561       0.463       0.911
MA114F-3-fine-anm-00080.dat           0.535     -0.0192      -0.101      0.0482        1.04     -0.0492      0.0775     -0.0582        5.69       0.858       0.513       0.829       0.523        2.07        1.72        1.37        1.72        1.37       0.723       0.974       0.805       0.783       0.987
MA114F-3-fine-anm-00081.dat           0.494       0.255      0.0655      0.0166        1.27     -0.0216      -0.034    2.47e-18        5.97       0.822       0.388       0.781       0.542        2.57        1.87        1.23        1.86        1.22       0.557       0.921       0.677       0.621        0.96
MA114F-3-fine-anm-00083.dat            0.42       0.544     -0.0687      0.0693        1.33      -0.056      0.0144       0.123        6.29       0.774       0.316       0.698       0.506        2.67        1.39        1.25        1.37        1.18       0.617       0.911       0.725       0.635       0.938
MA114F-3-fine-anm-00084.dat           0.465        0.26      0.0667     -0.0169         1.4     0.00534      0.0849     -0.0906        6.28       0.792       0.331       0.722       0.519         2.8        1.61        1.06        1.61        1.06       0.501       0.882       0.631       0.542        0.93
MA114F-3-fine-anm-00086.dat           0.424       0.593       0.557      -0.155        1.81      -0.214      -0.338     -0.0763        6.68       0.734       0.234       0.633       0.534        3.63        1.95       0.935        1.95       0.916       0.344       0.772       0.491       0.376       0.876
MA114F-3-fine-anm-00087.dat           0.328      -0.478      -0.347      0.0372        1.28       0.198     -0.0786        -0.1        6.71       0.735       0.256       0.634       0.548        2.57        1.77       0.719        1.77       0.719       0.336       0.774       0.484       0.388         0.9
MA114F-3-fine-anm-00088.dat           0.706      0.0326        -0.1     -0.0133        1.35      0.0499      0.0787      0.0512        5.67       0.859       0.522       0.833        0.52         2.7        2.23         1.7        2.22        1.72       0.701        0.97       0.789       0.763       0.985
MA114F-3-fine-anm-00089.dat           0.477     -0.0185      -0.294      0.0373        1.29       -0.06       0.185      -0.141        5.97       0.826        0.37        0.78       0.554        2.56        2.04        1.17        2.03        1.14       0.502       0.899       0.631       0.572       0.955
MA114F-3-fine-anm-00090.dat           0.362       0.164      -0.258      0.0386        1.23     -0.0565      -0.174     -0.0594        6.31       0.777       0.295       0.707       0.556        2.45         1.8        0.78         1.8        0.78       0.371       0.808       0.516        0.43       0.917
MA114F-3-fine-anm-00091.dat           0.546      -0.336      -0.316       0.118        1.62    -0.00782       0.041       -0.33         6.5       0.755       0.337       0.678       0.506        3.27         2.1        1.35         2.1        1.35       0.516       0.896       0.643       0.569       0.943
MA114F-3-fine-anm-00092.dat           0.532      0.0965      0.0248     -0.0256        1.41     -0.0279      -0.146     -0.0701        5.97       0.811       0.379       0.759       0.505        2.83        1.58        1.48        1.58        1.48       0.701       0.937       0.789        0.72       0.957
MA114F-3-fine-anm-00093.dat           0.424      -0.754      0.0953       0.145        1.41      0.0833      0.0605      -0.124        6.99       0.699       0.301       0.583       0.508        2.82        1.98       0.941        1.97       0.976       0.414       0.841       0.556       0.473       0.926
MA114F-3-fine-anm-00095.dat           0.372       0.135      -0.286      0.0603        1.12      0.0169      0.0887     -0.0232        6.33       0.784       0.332       0.711        0.59        2.24        1.87       0.811        1.87       0.811       0.395       0.831       0.539       0.463       0.931
MA114F-3-fine-anm-00096.dat           0.338       -0.54    6.61e-17      -0.103        1.19       0.114      -0.138      0.0711        6.23       0.768       0.284       0.674       0.568        2.39        1.59       0.742        1.58       0.743       0.382       0.814       0.527       0.435       0.912
MA114F-3-fine-anm-00097.dat           0.531      -0.148      0.0379      0.0968        1.43      0.0786     -0.0311      0.0161        6.13       0.793       0.371       0.736        0.45        2.85        1.64        1.42        1.64        1.42       0.658       0.933       0.757       0.688       0.956
MA114F-3-fine-anm-00099.dat            0.46       0.589      0.0744       0.075        1.44      -0.087       0.268      0.0537        6.46       0.753       0.319       0.679       0.474        2.89        1.65        1.15        1.65        1.15       0.526       0.892       0.652       0.566       0.934
MA114F-3-fine-anm-00100.dat           0.347       0.395     -0.0498     -0.0759        1.91      -0.123      -0.261    1.76e-17         7.5       0.658       0.182       0.543       0.477        3.86        1.79       0.798        1.79       0.798       0.303       0.725       0.451       0.319       0.839
MA114F-3-fine-anm-00101.dat           0.477     -0.0184      -0.293     -0.0371        1.35       0.111       0.174      0.0971        6.09       0.792       0.353       0.732       0.506        2.72         1.7        1.01         1.7        1.01        0.47       0.871       0.605       0.521       0.931
MA114F-3-fine-anm-00102.dat           0.581      -0.405      -0.294       0.129        1.48      0.0232      0.0218      0.0438        5.97       0.819       0.392       0.766        0.56        2.92        2.68        1.29        2.65        1.28       0.459       0.878       0.595       0.534        0.95
MA114F-3-fine-anm-00103.dat           0.342       0.557       0.306      0.0803        1.68      0.0584        0.18    1.16e-17        7.17       0.678       0.203       0.561        0.55        3.37        2.16       0.735        2.16       0.735       0.273       0.701       0.421       0.313       0.866
MA114F-3-fine-anm-00104.dat           0.689       0.397       0.102      -0.133        1.61      -0.204     -0.0809      0.0278        5.93       0.827       0.428        0.78       0.517        3.16        2.09        1.58        2.08        1.88       0.735       0.961       0.814       0.772       0.976
MA114F-3-fine-anm-00105.dat           0.444        0.27           0     -0.0877        1.17     -0.0716       -0.22      0.0595        6.23         0.8        0.38        0.75       0.507        2.33         1.6        1.04         1.6        1.04        0.54       0.911       0.663       0.599       0.954
MA114F-3-fine-anm-00106.dat           0.505      -0.182     -0.0719     1.2e-17        0.98      0.0389      0.0614      0.0528        5.75       0.869       0.516       0.847       0.531        1.82        1.68        1.34        1.68        1.34       0.766       0.985       0.837       0.824       0.993
MA114F-3-fine-anm-00108.dat           0.596    -0.00183     -0.0291    -0.00557         1.2     -0.0152     -0.0239    -0.00919        5.97       0.828       0.495       0.807       0.458        2.41        2.01        1.41        2.01        1.41        0.64       0.956       0.743       0.709       0.979
MA114F-3-fine-anm-00109.dat           0.443      0.0455     -0.0966    6.54e-18        1.31     -0.0758       0.233      -0.135        6.03       0.804       0.339       0.739       0.494        2.63        1.31        1.05         1.3        1.05       0.571       0.894       0.688       0.587       0.925
MA114F-3-fine-anm-00111.dat            0.45      -0.201      -0.146      0.0983        1.09      0.0491       0.027     -0.0264        5.83       0.844       0.412       0.798       0.545         2.2        1.69       0.958        1.68       0.973       0.506         0.9       0.635       0.574       0.954
MA114F-3-fine-anm-00112.dat           0.499      -0.155     1.9e-17     -0.0296        1.01      0.0205      0.0322      0.0965        5.65        0.88       0.495       0.855       0.535        1.94         1.7        1.15        1.69        1.11       0.612       0.948       0.721       0.685       0.977
MA114F-3-fine-anm-00114.dat           0.596       0.105     -0.0417    6.94e-18       0.919     -0.0542     -0.0139     -0.0263        5.34       0.909       0.648       0.896       0.519        1.81        1.59        1.43        1.55        1.52       0.906       0.995       0.936        0.93       0.997
MA114F-3-fine-anm-00115.dat           0.617       0.158        0.02      0.0632        1.27     -0.0797      0.0315      -0.216         5.8       0.858       0.485       0.829       0.487        2.51        1.75        1.65        1.63        1.76        0.87       0.971       0.911       0.878       0.983
MA114F-3-fine-anm-00116.dat            0.54       0.306     -0.0785      0.0602        1.31     -0.0556       0.171      -0.131        5.79       0.845       0.411       0.797       0.528        2.64        1.46        1.33        1.46        1.33       0.675       0.932        0.77       0.697       0.954
MA114F-3-fine-anm-00117.dat            0.73       0.122       0.193      0.0436        1.64      0.0409      -0.214      -0.138        5.84       0.841       0.444       0.798       0.516         3.3        2.27        1.75        2.25        1.75       0.642       0.945       0.745       0.695       0.969
MA114F-3-fine-anm-00119.dat            0.42       0.153     -0.0393    9.67e-18        0.96     -0.0872       0.137      -0.103        6.01       0.809       0.438       0.768       0.481        1.93        1.59        1.09        1.56        1.04         0.6       0.942       0.711        0.67       0.973
MA114F-3-fine-anm-00121.dat           0.538     -0.0928       0.051    6.49e-18        1.06      0.0467     -0.0736       0.041        5.41       0.893       0.508       0.867       0.552        2.13        1.68        1.34        1.68        1.34       0.708       0.969       0.795       0.767       0.984
MA114F-3-fine-anm-00122.dat           0.414        0.52       0.206     -0.0352        1.53      -0.156      -0.189      0.0154        6.42       0.775       0.271       0.683       0.505        3.06        1.49       0.934        1.48       0.921       0.433       0.831       0.573       0.453       0.891
MA114F-3-fine-anm-00123.dat           0.331      -0.393      -0.101     -0.0255        1.61     -0.0775      -0.122      -0.047        7.46       0.662       0.205       0.554       0.542        3.22        2.23       0.694        2.23       0.694       0.259       0.685       0.406       0.302       0.867
MA114F-3-fine-anm-00125.dat           0.251     -0.0668      0.0485     -0.0212       0.482      0.0406      0.0161     0.00275        5.85       0.898       0.521       0.875       0.484       0.963       0.815        0.56       0.815        0.56       0.632       0.954       0.737       0.703       0.979
MA114F-3-fine-anm-00126.dat           0.192      -0.348      -0.253      0.0543        1.02      0.0874       0.269    1.73e-17        6.83        0.68       0.188       0.559       0.525        2.06        1.14       0.403        1.14       0.406       0.265       0.688       0.413       0.295       0.846
MA114F-3-fine-anm-00128.dat           0.256     -0.0501      -0.154      0.0642       0.727      0.0275       -0.02     -0.0411        6.45       0.819       0.351       0.759       0.578        1.46         1.2       0.572         1.2       0.572       0.431       0.858       0.571       0.501        0.94
MA114F-3-fine-anm-00129.dat           0.192       0.313     -0.0395      0.0198       0.859      0.0101     0.00127     -0.0532        6.92       0.721       0.223       0.613       0.516        1.72       0.942       0.426       0.942       0.426       0.334       0.763       0.482       0.367       0.875
MA114F-3-fine-anm-00130.dat           0.312      -0.199    2.44e-17      0.0511        1.15    -0.00408     -0.0648      0.0692        6.44       0.734        0.27       0.643        0.51        2.33        1.25       0.751        1.25       0.707       0.415       0.828       0.557       0.448       0.899
MA114F-3-fine-anm-00132.dat           0.286     -0.0687    -0.00868     -0.0381       0.834     -0.0196     0.00248       0.157        6.08       0.798       0.343       0.745       0.493        1.67       0.983       0.703       0.966       0.681       0.537       0.897        0.66       0.577       0.938
MA114F-3-fine-anm-00133.dat           0.264    -0.00235      0.0374      0.0352       0.608      -0.056      0.0144      -0.105        6.43        0.85       0.435        0.81        0.49         1.2       0.774       0.714       0.752       0.629       0.661       0.942       0.759       0.702       0.964
MA114F-3-fine-anm-00134.dat           0.259      0.0609     -0.0156     0.00396       0.599      0.0272      0.0428     -0.0798        5.58       0.833       0.432       0.797       0.475        1.17       0.898        0.68       0.898        0.68       0.665       0.958       0.762       0.727       0.978
MA114F-3-fine-anm-00135.dat           0.249        0.13     -0.0945      0.0101       0.673     -0.0412      0.0876     -0.0383        7.02       0.803        0.37       0.752       0.472        1.35       0.879       0.579       0.869       0.559       0.515       0.896       0.643       0.568       0.943
MA114F-3-fine-anm-00136.dat           0.144       0.126      0.0159      -0.016       0.868     -0.0209       -0.11    6.84e-18        9.75       0.653       0.166       0.507       0.442        1.76       0.545       0.302       0.545       0.302       0.308       0.706       0.457        0.28       0.767
MA114F-3-fine-anm-00137.dat           0.281       0.302           0      0.0381        1.07     0.00429     -0.0681    4.18e-18        6.72       0.744       0.261       0.653       0.521        2.17        1.22       0.593        1.22       0.597       0.368       0.795       0.513       0.405        0.89
MA114F-3-fine-anm-00138.dat           0.203      -0.179     -0.0707    1.18e-17       0.723      0.0549     -0.0516     -0.0355        6.02       0.746       0.281       0.663       0.518        1.45       0.905       0.448       0.905       0.448       0.391       0.819       0.535        0.44        0.91
MA114F-3-fine-anm-00139.dat           0.306     -0.0344      0.0415     0.00339       0.739    -0.00783      0.0123      -0.116        5.34       0.864       0.415       0.819       0.512        1.48       0.816       0.734       0.811       0.718       0.654       0.927       0.754       0.677        0.95
MA114F-3-fine-anm-00141.dat           0.316      -0.107        0.13      0.0106       0.708      0.0252    -0.00998      0.0427         5.4       0.868       0.446       0.825       0.553        1.42        1.02       0.679        1.02       0.679       0.565       0.924       0.683       0.628       0.961
MA114F-3-fine-anm-00142.dat           0.289       0.327      0.0413     -0.0417       0.841     -0.0461      0.0433       0.087        5.76       0.826       0.344       0.755       0.595        1.68         1.1       0.609         1.1       0.609       0.448       0.861       0.586       0.503        0.93
MA114F-3-fine-anm-00143.dat           0.175        0.19       0.105     -0.0274       0.589     -0.0306      0.0649      0.0284        5.26       0.775       0.297       0.692       0.517        1.18       0.781       0.377       0.778       0.381       0.397       0.826       0.541        0.45       0.916
MA114F-3-fine-anm-00144.dat           0.328      0.0289           0      0.0889       0.839      0.0372       0.115      -0.113        6.04       0.807       0.391       0.762         0.5        1.69        1.04       0.773        1.03       0.799       0.607       0.926       0.717       0.649       0.954
MA114F-3-fine-anm-00145.dat           0.171       0.159           0      0.0201       0.544       0.031     -0.0123     -0.0403        5.56       0.788       0.315       0.713       0.558        1.09       0.848       0.384       0.844       0.383       0.399       0.832       0.542       0.463       0.928
MA114F-3-fine-anm-00147.dat           0.272      0.0111     -0.0134      0.0185       0.588     -0.0484      0.0124     -0.0469        6.43        0.88       0.463       0.853       0.494        1.18       0.822       0.667       0.822       0.667       0.678       0.955       0.772       0.729       0.974
MA114F-3-fine-anm-00148.dat           0.297       0.319       0.126      0.0434        1.08      -0.099       0.093     -0.0747        6.47        0.74       0.275       0.649       0.515        2.17        1.16       0.638        1.16       0.642       0.406       0.821       0.548       0.438       0.896
MA114F-3-fine-anm-00149.dat           0.193       0.129       0.156    1.24e-17       0.718     -0.0572     -0.0901     -0.0587        7.31       0.748        0.27        0.66       0.498        1.44       0.809       0.423       0.806       0.422       0.392       0.814       0.536       0.429       0.898
