Name                                   IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
MA99BC-5-coarse-anm-00329.dat            1.32     -0.0283        0.45      0.0283        2.51      0.0211       0.111      -0.106        5.61       0.893       0.525       0.875       0.453           5         4.4        2.95        4.31        3.29       0.709       0.973       0.795       0.773       0.987
MA99BC-5-coarse-anm-00330.dat             1.7       0.182       0.132      0.0892        3.57       0.157      0.0199      0.0303        5.66       0.873       0.476       0.842       0.488        7.18        5.34        3.69        5.34        3.69       0.596       0.937       0.708        0.66       0.968
MA99BC-5-coarse-anm-00331.dat            1.15       -0.03       0.477      -0.225        3.37      -0.281       0.264     -0.0735        6.19       0.775       0.341       0.727       0.449        6.67        4.88        3.37        4.88        3.37       0.591       0.934       0.704       0.654       0.966
MA99BC-5-coarse-anm-00332.dat            1.69         0.4       0.631      -0.296        4.61       0.418           0       0.445        5.97       0.812       0.367       0.762       0.499        9.23        6.33        4.17        6.33        4.17       0.546       0.914       0.668       0.605       0.955
MA99BC-5-coarse-anm-00333.dat            1.25      -0.504      0.0637     -0.0642        2.53    -0.00534     -0.0849       0.215        5.57       0.872       0.495       0.852       0.443        5.02        3.97        3.37        3.97        3.37       0.754       0.977       0.829       0.806       0.988
MA99BC-5-coarse-anm-00336.dat           0.938       0.347      -0.089     -0.0683        1.91     -0.0352     -0.0256       0.169        6.09       0.838       0.491       0.808       0.431        3.81        3.48        2.12        3.48        2.12       0.582       0.939       0.697       0.658       0.974
MA99BC-5-coarse-anm-00338.dat           0.889      -0.238       -0.03     -0.0151        2.38    -0.00545     -0.0285       -0.23         6.1       0.823       0.374       0.768       0.461        4.77         3.1        2.09        3.09        2.09       0.543       0.909       0.666       0.597        0.95
MA99BC-5-coarse-anm-00339.dat           0.734       -1.04      -0.755      0.0808        3.15     -0.0821       0.129      -0.279        6.63        0.74       0.233       0.628       0.516        6.32        3.08        1.66        3.08        1.66       0.376       0.793       0.521       0.398       0.874
MA99BC-5-coarse-anm-00340.dat            1.85       0.523       0.134       0.254        3.34      -0.215       0.156       -0.42        5.59       0.882       0.553       0.857       0.496        6.61        5.97        3.83        5.96        4.06       0.647        0.96       0.748       0.719       0.982
MA99BC-5-coarse-anm-00341.dat            1.56      -0.163      -0.347       0.279        3.17      -0.162      -0.064      -0.274        5.92       0.812        0.49       0.785       0.432        6.41        5.43        4.47        5.42        4.43       0.751        0.98       0.827       0.808        0.99
MA99BC-5-coarse-anm-00342.dat            1.43        0.35       0.254       -0.14        2.73      -0.124    1.52e-17       0.117        5.93       0.813       0.523       0.792       0.393        5.46        4.42        4.04        4.42        4.04       0.823       0.987       0.878       0.864       0.993
MA99BC-5-coarse-anm-00343.dat           0.819       0.507      -0.064    3.13e-17        2.23      -0.208      0.0263    1.28e-17        6.56       0.734       0.367       0.681       0.445        4.46        3.97        2.17        3.97        2.15       0.512       0.908        0.64       0.588       0.961
Name                                   IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
