Name                             IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
cement152-anm-01584.dat            7.36       -4.94        2.72       0.355        20.8        1.14       -2.43        2.52        6.75       0.743       0.354       0.679       0.419        41.7        24.4        23.7        23.8        23.8       0.755       0.948       0.829       0.769       0.965
cement152-anm-01586.dat            5.38       -1.09       0.597      -0.584        21.7        0.53       -2.78       -2.34        7.03       0.707       0.248       0.626       0.449        43.5        22.6        12.6        22.6        12.6       0.403       0.817       0.546       0.432       0.892
cement152-anm-01587.dat            5.54       -3.55       -4.29       -1.06          22       0.991       -3.05        1.51         6.7        0.73       0.252       0.643       0.522        44.1        28.9        12.3        28.9        12.6       0.353       0.788         0.5       0.403       0.901
cement152-anm-01588.dat              16        9.26        5.09       -2.71        39.8         2.1       0.266       -5.36        5.77       0.846       0.401       0.805       0.523        80.1        51.3        37.1        51.1        37.1        0.58       0.921       0.695        0.63       0.954
cement152-anm-01592.dat            4.39       -2.14        1.56      -0.505        11.3       0.706       0.663        1.53        6.16       0.817       0.388       0.767       0.408        22.8        15.3        10.3        15.2        10.2       0.546       0.912       0.668       0.602       0.952
cement152-anm-01593.dat            14.6       -16.3       -2.06       -10.4          44        5.41       -3.93       -5.53        6.49       0.747       0.332        0.68         0.5        88.2        56.7        53.2        55.8        56.7       0.808       0.965       0.868       0.827       0.978
cement152-anm-01594.dat            9.13        1.57       0.403       0.763        21.8        -1.4        1.69      -0.138        5.97       0.822       0.419       0.775       0.515          43        35.4        24.3        35.3        25.2       0.648       0.957       0.749       0.716       0.979
cement152-anm-01598.dat            6.75       -3.79       0.973           1        19.9        2.44       0.625       -0.48        6.69       0.743       0.339       0.685       0.431        39.1        30.2        16.7        29.9        16.8       0.491       0.892       0.622       0.559       0.951
cement152-anm-01602.dat            5.76       -1.77        1.29       -2.65        18.8        2.64           0        4.16         6.4       0.765       0.306       0.704       0.433        37.7        23.2        15.7        23.2        15.7       0.533       0.901       0.657       0.581       0.943
cement152-anm-01606.dat             6.7      0.0756       0.233       0.296        13.2        0.76       0.713        0.49        5.56       0.889       0.508       0.863        0.43        26.1        20.4        14.3        20.4        14.3       0.621       0.947       0.728       0.688       0.974
cement152-anm-01612.dat            11.7       -17.1       -2.16        3.29        38.4        6.61           0       -3.64        6.66        0.74       0.305       0.646       0.481        77.4        38.4        28.4        38.4        28.4        0.52       0.877       0.647        0.54       0.916
cement152-anm-01616.dat            5.75       0.704       -3.69       0.965        16.2       -1.02       0.739        1.18        6.06       0.802       0.354       0.741       0.503        32.2          28        13.1          28        13.1       0.437       0.863       0.576       0.509       0.944
cement152-anm-01618.dat            4.59        6.56           0       0.828        20.5        -1.2       0.875       -1.23        7.34       0.664       0.224       0.543       0.451        41.2        21.2        9.34        21.2        9.34       0.316       0.743       0.464       0.342        0.86
cement152-anm-01621.dat            7.13       -3.01       -0.38       0.579        17.8         1.4      -0.553       -0.19         6.2       0.784       0.401        0.74       0.473        35.3        29.3        19.1        29.2        19.3       0.601       0.943       0.712       0.673       0.974
cement152-anm-01625.dat            4.42       -4.23       -3.07       0.997        16.7        2.08           0      -0.979        6.46       0.741       0.265       0.661       0.488        33.3        23.7        11.2        23.6        10.8       0.386       0.819        0.53       0.443       0.919
cement152-anm-01632.dat            3.78        2.14        0.55       0.567        11.9          -1        1.58       -1.55        6.53       0.734       0.317       0.662       0.371        24.1        14.8         9.6        14.8         9.6       0.509        0.89       0.637       0.557       0.938
cement152-anm-01634.dat            5.84        4.14        2.27        1.21        23.5       -1.09       -3.36        -1.4        6.58       0.755       0.248       0.651       0.457        47.3        20.3        13.9        20.3        13.3        0.43       0.819        0.57       0.434       0.872
cement152-anm-01638.dat            5.56        1.51       -3.21       0.912        14.8       0.288        1.51     9.4e-17        6.23       0.781       0.375       0.727       0.481        28.8        27.7        13.6        27.7        13.6       0.481       0.892       0.614       0.558       0.956
cement152-anm-01639.dat            4.71       -1.94       -0.77       0.679        12.2       0.558           0       -1.19        6.33       0.784       0.387       0.746       0.357        24.6        15.3        13.9        15.3        13.9       0.714       0.952       0.799       0.747       0.969
cement152-anm-01640.dat            8.08        5.09           0        1.31        19.1      -0.983       0.124      -0.545        5.85       0.831       0.423       0.785       0.489        38.5          26        21.1          26        21.1       0.667        0.95       0.763       0.716       0.971
cement152-anm-01641.dat            4.77       -5.59       0.707       -2.65        13.9      -0.489      0.0618        2.59        6.33       0.778       0.344       0.712       0.474        27.8        19.2        12.6        19.2        12.6       0.547       0.914       0.669       0.607       0.955
cement152-anm-01644.dat            3.48       -1.74        2.74    1.99e-16        12.5      0.0811        1.29        0.42        6.68       0.721       0.278       0.643       0.478        25.2        17.8         8.4        17.8         8.4       0.397       0.828        0.54       0.455       0.922
cement152-anm-01650.dat            4.62        1.71       -2.06       -0.51        14.6      -0.985    1.21e-16        1.05        6.54       0.747       0.316       0.686       0.415        29.4        18.3        12.7          18        11.6       0.504       0.887       0.633       0.552       0.937
cement152-anm-01653.dat            4.92       -2.58       -1.87        -1.5        13.7       0.998       0.256       0.197        6.35       0.756       0.359       0.695       0.464          27        25.4          13        25.4          13       0.495       0.899       0.626       0.571       0.959
cement152-anm-01657.dat            6.58       -4.55       -4.27      -0.788          16       0.946       0.687       0.223        5.89        0.83       0.412       0.779       0.472        31.8        24.9        17.2        24.9        17.2       0.611       0.944        0.72       0.679       0.973
cement152-anm-01658.dat            5.42       -3.31         2.4     2.5e-16        17.7        2.87        1.14       0.792         6.3       0.775       0.306       0.702       0.394        35.8        17.9        13.5        17.7        13.5       0.538       0.883       0.661       0.556       0.919
cement152-anm-01659.dat            5.56      -0.503      -0.199      -0.214        13.4       0.955           0       -0.31        6.07       0.808       0.415       0.771       0.423        26.3          21        14.6          21        14.3       0.609       0.945       0.719       0.678       0.973
cement152-anm-01661.dat            5.18        2.22       -4.72      -0.996        19.5       -1.39       0.766       0.409        6.73       0.719       0.266        0.63       0.465        36.8        30.9        11.8        30.9        11.8       0.352       0.793       0.498       0.415       0.917
cement152-anm-01662.dat            3.38        1.07        3.28      -0.659        11.4       -0.74       -0.19      -0.555         6.2       0.757       0.297       0.689       0.467        22.1        18.5        8.84        18.5        8.84       0.436       0.862       0.575       0.507       0.942
cement152-anm-01666.dat            4.41      -0.724        1.14      -0.439        11.3       0.179      -0.551      -0.479        6.11       0.796       0.392       0.748       0.432        22.5        20.1        10.7          20        10.4       0.489       0.896       0.621       0.564       0.957
cement152-anm-01667.dat            5.84        -1.8       -1.31       0.425        14.6       0.169       0.885        1.91        5.88       0.839         0.4       0.792       0.464        29.1        20.3        16.4        20.3        16.1        0.66       0.951       0.758       0.714       0.972
cement152-anm-01669.dat            8.07       -6.93       -2.74        1.42          28        6.76        1.74       0.439        7.26       0.683       0.288       0.596       0.498        56.4        40.8          19        40.4        19.8       0.415       0.842       0.556       0.476       0.928
cement152-anm-01670.dat            5.49        2.37       0.299      -0.775        10.6      -0.755       0.194      -0.253        5.85       0.859       0.519       0.835       0.387        20.6        16.5        15.7        16.5        15.7        0.85       0.988       0.897       0.884       0.993
cement152-anm-01671.dat            5.73        1.26      -0.693      0.0905        15.8       0.911         1.1        1.73         6.2       0.798       0.363       0.747       0.435        31.7        21.4        12.7        21.4          13       0.498        0.89       0.628       0.556       0.944
cement152-anm-01672.dat            6.71        2.86      -0.735        1.62          17      -0.555      0.0701       -2.18        5.94       0.834       0.396       0.789       0.462          34          21        17.5        20.9          18       0.675       0.944       0.769       0.712       0.964
cement152-anm-01673.dat            4.44       -2.33       -2.81    2.23e-16          13       0.866        1.84        1.29        6.22       0.785       0.342       0.728       0.454        25.9        19.7        10.8        19.6        10.5       0.468       0.879       0.603       0.535       0.945
cement152-anm-01676.dat            8.14        1.81       -2.19        1.34        22.7       -1.56        4.81     3.1e-16        6.21       0.792       0.359       0.737       0.461        45.6          31          20          31          20       0.532       0.907       0.656       0.591       0.951
cement152-anm-01677.dat            5.45       -2.88      -0.739       0.966        13.7        0.97       -1.53       -2.85        6.09       0.808       0.399       0.767       0.395        27.6        17.7        14.4        17.6        14.3       0.648       0.941       0.749       0.693       0.964
cement152-anm-01678.dat            4.94       -5.17       -2.05       -1.43        14.5       0.376      -0.593       -0.33        6.25       0.797       0.341       0.733       0.415        29.1        16.9        12.3        16.1        11.5       0.533       0.892       0.657       0.567       0.931
cement152-anm-01679.dat            6.98       -6.64       -2.63        1.36        22.5        2.57        3.11        -1.6        6.88       0.717       0.311       0.646       0.452        45.6        29.2        20.9        28.6        21.4       0.592       0.924       0.705        0.64       0.955
cement152-anm-01680.dat            5.56       -2.52      -0.647       0.329        15.3      -0.207      0.0531       0.832        6.17       0.801       0.363       0.747       0.467        30.7          25        12.9          25        12.9       0.466        0.88       0.601       0.537       0.948
cement152-anm-01681.dat            7.51       -2.02       -2.44       0.399        16.3      -0.644      -0.605       -1.07        5.71        0.85       0.461       0.814       0.492        31.6        28.8        17.8        28.6        17.8       0.592       0.942       0.705       0.667       0.975
cement152-anm-01683.dat            8.07       -1.97      -0.505    1.24e-16        14.3        2.18      -0.862      -0.447        5.55       0.878       0.562       0.858       0.421        27.6        24.2          20        22.9        20.5       0.816       0.987       0.873        0.86       0.993
cement152-anm-01684.dat            11.1       -1.19       0.653       -2.14        24.7        1.89      -0.485        1.61        6.18       0.794       0.448       0.761       0.462        49.9        36.9        28.5        36.2        32.4       0.763       0.973       0.835       0.806       0.984
cement152-anm-01695.dat            6.84       0.161     -0.0204        1.29        19.7     -0.0683        1.09      -0.899        6.13       0.802       0.347       0.739       0.496        39.3        29.2        16.1        29.2          16       0.472       0.881       0.606       0.537       0.945
cement152-anm-01697.dat            4.01        3.87           0      -0.244        11.4       0.382       0.811       0.291        6.21       0.797        0.35        0.74       0.465        22.2        20.9        9.32        20.9        9.32       0.432        0.86       0.572       0.506       0.944
cement152-anm-01698.dat            8.25       -1.43    1.76e-16        1.04        25.7        1.07       0.274        1.74        6.39       0.745       0.322        0.69       0.442        51.4        37.4        18.5        37.4        18.5       0.422       0.848       0.563       0.485       0.931
cement152-anm-01703.dat            5.48        5.95       0.752       0.758        15.9       -1.82          -1      -0.822        6.84       0.691       0.344       0.604       0.434        31.8          24        11.6          24        11.6        0.42       0.847       0.561       0.484       0.933
cement152-anm-01704.dat            4.09       -5.89       0.744       0.373        19.4      -0.396       0.841      -0.239        7.39       0.667       0.211       0.558       0.494        38.7          24        8.87          24        8.87       0.291       0.723        0.44       0.332       0.872
cement152-anm-01705.dat            6.46        4.34        1.72       -1.52        16.4        -2.2        2.07       -0.98        6.22       0.752       0.395       0.718       0.443        32.9        24.5        22.3          24        22.9       0.815       0.979       0.872       0.849       0.987
cement152-anm-01707.dat             4.2        2.06       0.814        1.22        12.1       0.281      -0.866      -0.115        6.48       0.754       0.347       0.695       0.385        23.7        16.1        11.4          16        11.6       0.597       0.931       0.709       0.652       0.962
cement152-anm-01710.dat            9.88        -3.3       -1.81       0.966        25.9        5.57           0        2.21        6.72       0.742       0.381       0.697       0.469        51.2        44.1        30.4          42        29.8       0.643       0.956       0.745       0.711       0.979
cement152-anm-01711.dat            7.06       -1.76      -0.453      -0.591        13.6       0.295      -0.214        0.92        5.57       0.889       0.518       0.867       0.417        26.9        24.8        15.9        24.5        16.4        0.64       0.958       0.742       0.713       0.981
cement152-anm-01716.dat            5.74        2.45       -2.31       -1.33        15.1      -0.547      -0.862      -0.845        6.23       0.793       0.379       0.739       0.464        30.3        24.1        13.3        24.1        13.3       0.493       0.895       0.624       0.564       0.953
cement152-anm-01717.dat            6.11        3.87       0.489      -0.245        20.8      -0.289        1.51       0.977        6.73       0.726       0.294       0.652       0.477        40.2        35.1        13.5        34.8        13.6       0.364       0.805        0.51        0.43       0.923
cement152-anm-01719.dat             4.3      -0.919       0.116       0.436        11.5       0.369       -1.94    1.21e-16        6.05       0.806       0.373        0.76       0.398          23        15.1        10.6        15.1        10.6       0.568       0.919       0.686       0.622       0.955
cement152-anm-01720.dat            8.91       0.535           0        1.35        20.7       -1.77       -2.13        -1.3        6.44       0.771        0.43        0.74       0.449        38.3        34.4        30.5        30.3        28.9       0.847       0.987       0.895       0.881       0.993
cement152-anm-01722.dat            6.18       -4.74       -1.22       3e-16        17.8        3.06           0       0.786        6.82       0.705       0.348       0.635       0.458        35.4        25.9        16.6        25.9        16.6       0.549       0.918       0.671       0.614        0.96
cement152-anm-01727.dat            4.96       -2.91        3.52       0.578          15      -0.915       -2.82       -1.39        6.51       0.758       0.331       0.676       0.467          30        20.4        11.6        20.4        11.6       0.468       0.874       0.602       0.526       0.938
cement152-anm-01730.dat            5.63       -3.51      -0.901    2.22e-16        15.4        2.28       0.904        1.78        6.51       0.728       0.367       0.683       0.423        30.7        23.3        17.5        23.3        17.5       0.655       0.955       0.754       0.717       0.977
cement152-anm-01731.dat            5.11       -8.61       -3.41       -1.17        19.7       0.479           0       0.123        6.95       0.702       0.259       0.607       0.458        39.6        25.9        11.7        25.9        11.7       0.366         0.8       0.512       0.417       0.906
cement152-anm-01735.dat            6.38       -1.89      -0.485       0.372        12.4         1.2      -0.476       0.711         5.8       0.855       0.515       0.831       0.407        24.2        21.6        17.7        21.6        17.5       0.765       0.984       0.837       0.822       0.992
cement152-anm-01738.dat            9.32       -5.33       -8.41     6.1e-16        25.6        1.25       0.493        0.85        6.77        0.71       0.365       0.605       0.493        51.4        35.4          21        35.4          21       0.491       0.888       0.623       0.551       0.944
cement152-anm-01741.dat            7.44        -1.2        1.45       0.746        14.5       0.744        -0.9      -0.549        6.14       0.807       0.511       0.786        0.42        28.6        24.3        22.7        24.1        22.8       0.869       0.992       0.911       0.902       0.996
cement152-anm-01742.dat            8.47        8.46       -2.17       -2.24        22.8       -1.68       0.431       -2.38        6.32       0.765       0.371       0.696        0.47        44.8        31.9          22        31.6        20.5       0.546       0.915       0.668       0.608       0.957
cement152-anm-01744.dat            5.65        4.16        3.91      -0.359        14.3      -0.435      -0.686        1.73        5.99       0.819       0.396       0.757       0.494        28.6        24.2        13.4        24.2        13.4       0.508       0.905       0.637       0.582       0.959
cement152-anm-01745.dat            4.83      0.0148      0.0314       0.275        12.2      -0.877      -0.637      -0.788        6.09       0.802       0.398       0.759       0.403        23.5        18.9        12.5        18.9        12.5       0.595        0.94       0.707       0.665       0.972
cement152-anm-01747.dat             4.8       -6.26       -2.48       0.851        18.4       0.886        2.73       -1.82        6.71       0.733       0.261        0.64       0.497          37        24.1        11.3          24        11.2       0.375       0.807        0.52       0.425       0.908
cement152-anm-01750.dat            8.46       -7.68       -0.97       0.487        20.3        1.67        0.92      -0.899        5.99       0.796       0.416       0.758       0.481          41        31.3        27.9        31.3        27.9       0.779       0.978       0.847       0.824       0.988
cement152-anm-01751.dat            6.56        2.91        2.11        2.28        20.8       -1.03       -2.18       -1.75        6.38       0.772       0.315       0.701       0.465        41.7        24.6          18        24.1          18       0.568       0.909       0.686       0.606       0.943
cement152-anm-01753.dat            7.88        3.54       -2.57      -0.834        18.5      -0.654      -0.168       0.816        5.83       0.838       0.426       0.801       0.446        37.3        26.8        21.7        26.8        21.8       0.689        0.96        0.78       0.742       0.977
cement152-anm-01757.dat            6.56        5.84      -0.738      -0.744        16.9       -1.42        1.72       0.282        6.25       0.797       0.389       0.734       0.428        33.6        22.3        17.7        22.3        17.7       0.644       0.943       0.746       0.694       0.967
cement152-anm-01763.dat             7.6        3.17       0.813       0.413        16.8       -1.87       -1.03       -2.27        5.76       0.852       0.453       0.811       0.495        33.1        27.8        18.2        27.8        18.2       0.599       0.943        0.71       0.671       0.974
cement152-anm-01764.dat            5.87       0.611      -0.242       0.125        11.6       0.122       0.377       -1.22        5.75       0.866       0.507       0.844       0.397        22.7        19.9          15        19.7        14.8         0.7       0.972       0.789       0.766       0.987
cement152-anm-01766.dat            8.33        2.14        2.01     1.8e-16        16.3       -1.43      -0.565       -1.63        5.78       0.848       0.512        0.82       0.445        32.6        26.7        19.7          25        20.8       0.728       0.971       0.809       0.782       0.984
cement152-anm-01768.dat            4.84       -2.71       0.343      -0.522        13.3       0.109        1.73      -0.219        6.01       0.818       0.364       0.766       0.454        26.8        18.8          11        18.8          11       0.492       0.889       0.623       0.553       0.946
cement152-anm-01771.dat            4.81       -3.31      -0.418        1.57        11.4      0.0727       -1.16        1.09        6.05       0.833       0.424       0.796       0.421        22.3        16.7        12.5        16.7        12.5       0.646       0.952       0.747       0.707       0.975
cement152-anm-01772.dat            3.56       -4.17       -1.07      -0.544        14.6        1.76      -0.695       -1.04         7.1       0.697       0.243       0.604       0.474        28.8        23.3        8.35        23.3        8.35       0.322       0.762        0.47        0.38       0.905
cement152-anm-01775.dat            4.51        2.27       0.287       0.905        15.9        1.18       0.467      -0.805        6.54       0.754       0.283       0.683       0.403        32.5        16.2        10.9        16.1        10.7       0.467       0.852       0.602       0.489       0.903
cement152-anm-01776.dat            4.39       -1.69      -0.213         0.8        11.1       0.235       0.129       -2.12        6.03       0.819       0.394       0.766       0.405        22.3        13.2        12.2        12.7        11.4       0.674       0.936       0.769       0.701       0.957
cement152-anm-01779.dat            8.66       0.658       0.795       0.197        17.4      -0.343         1.8        1.33        5.67       0.866       0.498       0.836       0.457        34.8        25.8        20.2        25.8        20.2       0.674       0.958       0.768       0.731       0.977
cement152-anm-01780.dat            4.91       -4.05         1.6       -0.55        14.1     -0.0239      0.0508       0.892        6.16       0.789       0.349       0.728       0.462        28.2        22.3        11.5        22.3        11.5       0.458       0.874       0.594       0.527       0.945
cement152-anm-01782.dat            3.92        -6.8        2.69      -0.924          14       0.397        2.08       0.688        6.55       0.733       0.281       0.633       0.452        27.9        16.1        9.27        15.9        8.11       0.386        0.81        0.53       0.425       0.898
cement152-anm-01783.dat            6.68       -3.89    4.77e-16      -0.999        16.4        1.01        2.15        3.75        6.09       0.817       0.408       0.769       0.423        32.7        21.8          16        21.8          16       0.601       0.932       0.712       0.655       0.961
cement152-anm-01785.dat            5.82        1.77       -1.66      -0.623        12.9       -1.13        1.37       0.578        6.42        0.75       0.451       0.714       0.387        24.9        22.3        16.2        21.7        17.5       0.753       0.981       0.828       0.811       0.991
cement152-anm-01789.dat            6.64        3.35           0      -0.211          17       0.133        2.11      -0.686        5.89       0.837       0.389       0.796       0.458        34.2        24.3        15.2        24.3        15.2       0.527       0.907       0.653        0.59       0.954
cement152-anm-01790.dat            10.2        1.23        1.94       -1.67        28.9        3.49       -1.92    2.44e-16        6.39       0.761       0.352       0.707       0.442          58        37.8        27.4        37.8        27.4       0.585       0.925         0.7       0.638       0.957
cement152-anm-01791.dat            6.15        3.67           0       0.701        16.2       -2.29     2.8e-16     1.4e-16        6.45       0.764        0.38       0.709       0.433        32.8        24.1        16.6        24.1        16.6       0.591       0.934       0.704       0.654       0.966
cement152-anm-01793.dat            5.97        4.92           0      -0.938        18.2      -0.439         2.3        -1.1        6.25       0.779       0.328       0.704       0.454        36.8        17.9        16.4        17.9        16.4       0.641       0.909       0.743       0.645       0.934
cement152-anm-01798.dat            7.37       -0.59       -1.82       0.621        14.7      -0.857        1.35       -1.32        5.96       0.829         0.5       0.807       0.404        28.7        24.7        18.9        24.6        19.3       0.727       0.976       0.809       0.789       0.988
cement152-anm-01799.dat            4.84        6.09        3.35       0.437        17.3       0.459       -2.41      -0.309        6.76       0.692       0.279       0.605       0.438        34.7        24.6        12.6        24.6        12.6       0.432       0.854       0.572       0.493       0.932
cement152-anm-01800.dat            6.64       -1.97        3.11       0.703        17.7     -0.0987       0.304      -0.679        6.03       0.784       0.376       0.733       0.484        35.3        26.5        18.6        26.5        18.6       0.608       0.941       0.718       0.673        0.97
cement152-anm-01802.dat            7.56        4.36        -2.4       -1.97        17.6      0.0846      -0.444        1.76        6.19       0.801       0.431       0.761       0.457        34.8        28.7          21        28.6        21.3       0.676       0.964        0.77       0.741       0.983
cement152-anm-01806.dat             7.1        4.01       0.506       -1.04          19       -2.43        1.34        -1.1        6.16       0.793       0.373       0.733       0.456          38        28.8        19.2        28.1        18.4       0.565       0.925       0.683        0.63       0.963
cement152-anm-01807.dat             6.2       -2.12        1.54    1.61e-16        14.2      -0.107       -1.71        -2.7        5.86       0.836       0.437         0.8       0.404        28.2        18.6        15.7        18.6        15.7       0.688       0.953        0.78       0.732       0.971
cement152-anm-01808.dat            7.06       -2.52      -0.648       0.329        18.1        3.98        1.58      -0.817        6.45       0.763       0.389       0.715       0.417        35.6          29        18.8          29        18.8       0.587       0.938       0.701       0.658       0.971
cement152-anm-01810.dat            6.07      -0.501      0.0633      -0.367        15.5      -0.651       -1.38       0.606        6.07       0.814       0.392       0.767       0.483        30.9        24.7        14.5        24.7        14.5       0.524       0.911        0.65       0.596        0.96
cement152-anm-01813.dat            4.04        5.52       -1.42        0.72        15.8      -0.362         1.9       -1.06        7.02       0.689       0.255       0.603       0.456        31.4          19        9.14        18.9         9.6       0.394       0.819       0.537       0.439       0.907
cement152-anm-01814.dat            5.22       -2.45      -0.628    1.55e-16        12.7        1.52           0       -1.61        6.31       0.791       0.412       0.742        0.44        25.4        20.9        12.6        20.9        12.6       0.549       0.923       0.671       0.622       0.965
cement152-anm-01816.dat            3.98     -0.0905        1.44      0.0907        10.3       0.301       -1.58       -1.33        5.84       0.805       0.388       0.761       0.379        20.6        14.7        10.3        14.2          10       0.588       0.929       0.702       0.645       0.962
cement152-anm-01821.dat            7.67      -0.311       -1.63       0.426        17.9       0.151       0.466       0.194        6.28        0.78       0.428       0.746        0.44        35.9        26.6        17.9        26.6        17.9        0.58       0.931       0.695       0.645       0.965
cement152-anm-01824.dat            8.58       -0.92       -4.82      -0.309          18        1.74       0.957      -0.251         5.9       0.825       0.476       0.801       0.414        34.5        31.1        22.7        30.7        22.6       0.694       0.971       0.784       0.761       0.987
cement152-anm-01825.dat            5.34       -2.35       0.297       0.452          18       -0.47    5.75e-17       -2.46         6.6       0.756       0.297        0.68       0.401        36.1        15.6        15.6        15.6        15.6        0.66       0.896       0.758        0.64       0.921
cement152-anm-01832.dat            6.94        12.6       -1.59       0.796          26       -1.95      -0.771        1.33        6.59       0.749       0.267       0.642       0.449        52.5        22.5        18.3        21.8        16.1       0.475       0.839       0.609       0.471       0.879
cement152-anm-01833.dat             6.9       0.427       0.516      -0.486          14       0.731       -1.55       -0.68        5.68       0.873       0.493        0.85       0.413          28        20.1        20.1        20.1        20.1       0.845        0.98       0.894       0.871       0.988
cement152-anm-01834.dat             5.9        1.66        3.52       -2.14        17.8        1.16       -1.83        2.31        6.54       0.745       0.332       0.676       0.455        35.5        26.7        14.6        26.5        14.5       0.473       0.881       0.607       0.539       0.945
cement152-anm-01836.dat            5.45       -6.42       -2.54        1.32        16.5      -0.673      -0.266       -2.23        6.34       0.773       0.331       0.706       0.485        33.3        25.6        13.4        25.3        12.7       0.436       0.859       0.575       0.501       0.938
cement152-anm-01839.dat            7.22       -18.5        2.33    1.14e-15        30.9        1.12        2.39        3.63        7.06       0.679       0.234       0.533       0.445        62.2        28.4        16.4        28.4        16.4       0.389       0.798       0.533       0.403       0.869
cement152-anm-01841.dat            6.52        4.39        2.41       -1.29        21.2       -5.24        2.88        3.28        6.61        0.74       0.308       0.673       0.447        42.9        26.2        15.3        26.2        15.3       0.458       0.863       0.594       0.506       0.926
cement152-anm-01842.dat            8.19        2.09         3.3    2.39e-16        19.8        -1.5       -0.19       0.713        5.87       0.835       0.414       0.787       0.506        38.4        35.8        17.3        35.8        17.3       0.467       0.883       0.602       0.542       0.953
cement152-anm-01843.dat            4.61        5.01       -3.64       0.782          17      -0.124      0.0491        1.06        6.64       0.737        0.27       0.648       0.548        34.2        28.3        10.6        28.3        10.5       0.338       0.779       0.485       0.399       0.912
cement152-anm-01846.dat            5.77         2.8        1.11       -0.19        13.6       -1.98    2.42e-16       -1.09        6.02        0.79       0.425       0.735       0.371        27.2        18.8        14.7        18.8        14.9        0.66        0.95       0.758       0.712       0.972
cement152-anm-01848.dat            5.93        0.79        2.43       -1.01          15       -1.56      -0.618      -0.212        6.11       0.802       0.396       0.756       0.454        29.9        23.3        14.2        23.3        14.2       0.537       0.916       0.661       0.607       0.961
cement152-anm-01849.dat            4.84       -3.25       -1.78      -0.468        13.8       0.275       -1.44        1.21        6.23       0.801       0.351       0.751       0.422        27.7        19.1        12.2          18        12.2       0.548       0.911        0.67       0.602       0.951
cement152-anm-01851.dat            5.25      -0.378        1.16       -1.68        16.9        1.77        2.14        1.52        6.46       0.763       0.311       0.705       0.435          34        22.8        15.7        22.1        12.8       0.469       0.873       0.604       0.524       0.934
cement152-anm-01852.dat            4.49        2.66       -1.46      -0.191        14.2       -1.42        0.18       -1.04        6.52       0.714       0.316       0.658       0.382          29        17.5        11.5        17.5        11.5       0.509       0.889       0.638       0.556       0.936
cement152-anm-01856.dat            6.93        1.24       -0.49        1.25        19.9       -0.22         3.5       -1.65        6.34       0.771       0.349       0.708       0.433        39.4          22        17.4        21.8        17.5       0.596       0.914       0.708       0.626       0.943
cement152-anm-01857.dat            5.91       -3.34       0.422       -1.58        17.1      -0.908       -1.93       0.693        6.12       0.809       0.345       0.756       0.445        33.6        21.8        13.5        21.7        13.7       0.507       0.893       0.636       0.561       0.942
cement152-anm-01859.dat            4.32        10.1           0     6.2e-16        20.7       -1.49    1.82e-16        -1.8        7.13       0.678       0.209       0.565       0.397        41.8        17.2        12.4        17.2        12.4       0.464       0.833       0.599        0.46       0.875
cement152-anm-01862.dat               6         2.7        1.96      -0.856          16      -0.877        -2.7       0.922        6.03        0.82       0.374        0.77       0.469        32.1        20.8        16.8        20.6        15.8       0.613       0.932       0.721       0.662        0.96
cement152-anm-01867.dat            4.96        1.16       -1.09        -0.1        10.8      0.0695        -1.1      -0.521        5.79       0.854       0.458       0.826       0.384        21.7        17.9        11.3        17.9        11.3       0.572       0.932       0.689       0.644       0.969
cement152-anm-01868.dat            4.22       -4.84       -1.24    3.06e-16          15       0.771       -1.64       0.995        6.41       0.769       0.282       0.683       0.421        30.1        14.7        10.3        14.6        9.51       0.453       0.843        0.59       0.474       0.897
cement152-anm-01869.dat            5.34        -2.6       -2.45      -0.917        13.8        1.59           0        2.89        6.03       0.813       0.386       0.764       0.467        27.5        22.9        11.5        22.9        11.5       0.458       0.876       0.594        0.53       0.948
cement152-anm-01870.dat            6.04        3.55       -10.9       -2.95        23.6      -0.364        1.12        2.98        6.73       0.723       0.256       0.631       0.518        47.5        34.2        13.5        34.2        13.5       0.336       0.774       0.483        0.39       0.903
cement152-anm-01871.dat            5.66       -2.48       0.313       0.811        16.4     -0.0873       -1.39        1.15        6.13       0.794       0.346       0.731       0.438        32.7        20.5        13.9        20.4        13.9       0.537       0.903        0.66       0.586       0.945
cement152-anm-01879.dat            5.42        -4.6       -2.53           1        15.3         1.4      -0.554      -0.828        6.15       0.797       0.353       0.742       0.481        30.4        25.4          13        25.4          13       0.468       0.882       0.603        0.54        0.95
cement152-anm-01882.dat             5.7       -2.13       0.843      -0.144        15.8       -1.18       -1.85       -2.65        6.37       0.766       0.361       0.717       0.429        31.4        18.7        18.5        18.7        18.5       0.765       0.954       0.836       0.783        0.97
cement152-anm-01885.dat            4.31        3.81       -2.09       0.829          14       -1.41         1.7       -1.61        6.61       0.719       0.309       0.645       0.436        28.1        20.6        10.9        20.5        11.2       0.466       0.876       0.601        0.53       0.942
cement152-anm-01886.dat             5.7       -2.84        8.74      -0.578        20.3       0.305      -0.368        2.51        6.87        0.71       0.281        0.62       0.517        40.7        36.4        12.3        36.2        12.4       0.324       0.765       0.471       0.385       0.909
